balavataro
document,section,page,markup,text
Bālāvatāro,21,43,break,
Bālāvatāro,21,43,text,"honti...Aḍḍhena catuttho, aḍḍhuḍḍho; aḍḍhena dutiyo, divaḍḍho diyaḍḍho vā;"
Bālāvatāro,21,43,text,"aḍḍhena tatiyo, aḍḍhatiyo."
Bālāvatāro,21,43,break,
Bālāvatāro,21,43,text,"""Saṃkhyāpūraṇe mo"" 'ti mo; pañcamo, itthiyaṃ-pañcattaṃ puraṇī, pañcamī...Eko ca dasa"
Bālāvatāro,21,43,text,vāti dvande kate.
Bālāvatāro,21,43,break,
Bālāvatāro,21,43,text,Dvekaṭṭhānamākāro vā.
Bālāvatāro,21,43,break,
Bālāvatāro,21,43,text,Saṃkhyāne uttarapade dvi eka aṭṭha iccetesamantassa ā hoti; ekādasa-pañcīva-evaṃ
Bālāvatāro,21,43,text,dvādasa-yadādinā tissa te ādese.
Bālāvatāro,21,43,break,
Bālāvatāro,21,43,text,"""Ekādito dasa ra saṃkhyāne"" ti dasasadde dassa ro; terasa."
Bālāvatāro,21,43,break,
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Catupapadassa lopo tuttarapa dādicassa vucopi navā"" 'ti catusadde tussa lopo vassa cu ca;"
Bālāvatāro,21,44,text,cuddasa.
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Dase so niccaṃ ce"" 'ti jassa so ādese."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Āa darānaṃ"" 'ti dasasadde dassa ḷo; soḷasa; aṭṭhārasa."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Vīsatidasesu bā dvissa tu"" 'ti dvisasabā-bāvisati-ekādasannaṃ puraṇe, ekādasamo."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Ekādito dasassī"" 'ti itthiyaṃ ī; ekādasī icacādi."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Dvādito ko nekatthe ce"" 'ti ko...Dve parimāṇani asseti, dvikaṃ; evaṃ tikādi."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Samūhatthe kaṇṇā ce"" 'ti kaṇ ca ṇe va; manussānaṃ samūho, mānussako, mānusso vā."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,Ṇe kate-
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"""Jhalānamiyuvā sare vā"" 'tīha vākārena issa ayādese-dvayaṃ;tayaṃ."
Bālāvatāro,21,44,break,
Bālāvatāro,21,44,text,"Evaṃ ""gāmajanabandhusahādīhi tā"" 'ti tā; gāmatā; nāgaratā;"
Bālāvatāro,21,44,break,
Bālāvatāro,22 Taddhito,44,section,22
Bālāvatāro,22 Taddhito,44,break,
Bālāvatāro,22 Taddhito,44,text,Ṇyattatā bhāve tu.
Bālāvatāro,22 Taddhito,44,break,
Bālāvatāro,22 Taddhito,44,text,Bhāvatthe ṇyattatā honti tusaddanattano ca-sakatthādi supi ṇyo sakatthe tā ca.
Bālāvatāro,22 Taddhito,44,break,
Bālāvatāro,22 Taddhito,44,text,"Hontyasmā saddañāṇani bhāvo so saddavuttiyā,"
Bālāvatāro,22 Taddhito,44,text,Nimittabhutaṃ nāmañca jātidabbaṃ kriyā guṇe.
Bālāvatāro,22 Taddhito,44,break,
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"hathā-vandassa bhāvo, candattaṃ-iha nāmavasā candasaddo candaddabbe"
Bālāvatāro,22 Taddhito,45,text,vattate-nimittassarūpānugataṃ ca ñāṇaṃ...Evaṃ manussattanti manussajātivasā; yadādinā
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,īssa rasse-daṇḍittanti daddhaddabbasambandhā; pācakattanti pavanakriyā sambandhā;
Bālāvatāro,22 Taddhito,45,text,nilattanti nilaguṇavasā...Evaṃ ṇyādisupi yathāyogaṃ ñeyyaṃ...Ṇyo.
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,Avaṇṇo ye lopañca.
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,Ye pare avaṇṇo lupyate vakārena ikāropi.
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"""Yavataṃ talanadakārānaṃ byañjanāni calañajakārattaṃ"" 'ti yakārayuttānaṃ tādinaṃ vādayo"
Bālāvatāro,22 Taddhito,45,text,kāraggagahaṇena sa ka pa ha mādito parayakārassa pubbena saha kvacī
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,pubbarūpañca...Dvittaṃ-paṇḍiccaṃ kosallaṃ sāmaññaṃ sohajjaṃ porissaṃ nepakkaṃ sāruppaṃ
Bālāvatāro,22 Taddhito,45,text,osabbhaṃḍapamamaṃ.
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,Āttaṃ ca.
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"I u iccesaṃ ā hoti rikārāgamo ca ṭhāne...Saralopā dinā ilopo-isino bhāvo, ārissaṃ; evaṃ"
Bālāvatāro,22 Taddhito,45,text,"mudutā, arahatāntassa yadādinā lopo...Puthujjanattanaṃ; akiñcanameva ākiñcaññaṃ;"
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"kuddhaniyā apaccaṃ, koṇḍaññe-ettha vuddhādo vākārena saṃyogantassāpi vuddhī...Padāya"
Bālāvatāro,22 Taddhito,45,text,"hitaṃ, pajjaṃ; dhanāya saṃvattanikaṃ, khaññaṃ; satito sambhutaṃ, saccaṃ...Ilopo-dvīsu na"
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"vuddhi; devo eva, devatā."
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"""Ṇa visamādīhī"" ti bhāve ṇe-vesamaṃ; ujuno bhāvo, ajjavaṃ-ettha ussa ātte parūkārassa"
Bālāvatāro,22 Taddhito,45,text,yadādinā āvo.
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"""Ramaṇīyādito kaṇ"" iti kaṇmānuññakaṃ."
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"""Vibhāge dhā ce"" 'ti dhā vakārena soppaccayo ca-ekena vibhāgena, ekadhā-nipātattā"
Bālāvatāro,22 Taddhito,45,text,"silopo...Padavibhāgena, padaso."
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,45,text,"""Sabbanāmehi pakāravacane tu thā"" 'ti thā-tukārena thattā ca-sabbo pakāro sabbena pakārena"
Bālāvatāro,22 Taddhito,45,text,"vā, sabbathā; evaṃ aññathattā."
Bālāvatāro,22 Taddhito,45,break,
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,22 Taddhito,46,text,"""Kimimehi thaṃ"" 'ti thaṃ-kādese-kathaṃ; i ādese-itthaṃ; thanti yogavibhāgena"
Bālāvatāro,22 Taddhito,46,text,thaṃ-bahutthaṃ.
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,22 Taddhito,46,text,Amalinaṃ malinaṃ karotītyādyatthe-abhutatabbhāve gamyamāne karabhuyoge sati nāmato
Bālāvatāro,22 Taddhito,46,text,"yadādinā īppaccayo...Malinī karoti-setaṃ; abhasmano bhasmano karaṇanti, bhasmīkaraṇaṃ"
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,22 Taddhito,46,text,"kaḍhassa; amalino malino bhavatīti, malini bhavati-seto; īppaccayantopi nipāto;"
Bālāvatāro,22 Taddhito,46,text,"abhutatabbhāveti kiṃ, ghaṭaṃ karoti ghaṭo bhavati+ karabhuyogeti kiṃ, amalino malino"
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,22 Taddhito,46,text,jāyate.
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,22 Taddhito,46,text,"Avatthāvato 'vatthāyābhutassaññāya vatthuno,"
Bālāvatāro,22 Taddhito,46,text,Tāyāvatthāya bhavanaṃ abhutatabbhāvaṃ viduṃ.
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,22 Taddhito,46,endsection,Taddhito.
Bālāvatāro,22 Taddhito,46,ignore,----
Bālāvatāro,22 Taddhito,46,break,
Bālāvatāro,23,46,section,23
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"Pañca pāke, pañca iti ṭhite."
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,Bhuvādayo dhātavo.
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,Bhu iccādayo saddā dhātavo nāma.
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"""Dhātussanto lopo'neka sarasse"" 'ti kvaci dhātvantasasa lopo."
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"""Dhātuliṅgehi parāppaccayā"" 'ti dhātumhānekappaccasappasaṅge vatticchāto."
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"""Vattamānā ti ananti si tha mi ma te ante se vhe e mhe"" iti tyādinaṃ vatatamānāsaññā."
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"""Kāle"" 'ti aṭṭhavibhattividhāne sabbattha vattate."
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"Kālo'titavattamānānāgatakriyalakkhaṇe,"
Bālāvatāro,23,46,text,Paccuppanno mato kālo āraddhātiṭṭhite kriye.
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,"Kriyāsantānavicchede kālo'titoti gamyate,"
Bālāvatāro,23,46,text,Anāgato anāramśe kriyāya tu patīyate.
Bālāvatāro,23,46,break,
Bālāvatāro,23,46,text,Addabbabhutaṃkattādikārakaggāmasādhīyaṃ
Bālāvatāro,23,46,text,Padatthaṃ kattukammaṭhaṃ kriyāmicchanti tabbidū.
Bālāvatāro,23,46,break,
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Vattamānā paccuppanne.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Paccuppannekāle vantamānavibhatti hoti-tassāpaniyame.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Athapabbānivibhattīnaṃ cha parassa padānani.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Aṭṭhavibhattīnaṃ yāni yāni pubbāni cha padānī tāni tāni parassapadāni nāma.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,"""Kattari parassapadaṃ"" 'ti parassapadaṃtassāpaniyame."
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Dvedve paṭhamamajjhimuttamapurisā
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Aṭṭhavibhattīsu parassapadānamattanopadānaṃ ca dvedve padāni
Bālāvatāro,23,47,text,paṭhamamajjhimauttamapurisā nāma...Yathā-ti anti iti paṭhamo puriso; si tha iti majjhimo;
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,mi ma iti uttamo... Attano padesupi-te ante iti paṭhamo; se vhe iti majjhimo; emhe iti
Bālāvatāro,23,47,text,uttamo; tathupari.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Nāmamahi payujjamānepitulyādhikaraṇe paṭhamo.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Tulyādhikaraṇabhute nāmamhi payujjamānepi appayujjamānepi paṭhamo puriso
Bālāvatāro,23,47,text,hoti-tassāpaniyame-ekamhi vattabbeekavacanaṃ ti.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,"""Kattarī"" 'ti vikaraṇavidhāne sabbattha vattate."
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Bhuvādito a.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,Bhuiccādihi dhātuhi kattari vattamānāpañcamīhīyattanisvappaccayo hoti-evaṃ
Bālāvatāro,23,47,text,yādivikaraṇa.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,"Pubbāparabhāgaṭṭhānā bhinnā dhātuvibhattiyo,"
Bālāvatāro,23,47,text,Nanissāya paccayā hotti ye te vikaraṇa siyuṃ.
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,"So odanaṃ pacati, bahumpi vattabbe bahuvacanaṃ anti-saralopādi-te pacananti."
Bālāvatāro,23,47,break,
Bālāvatāro,23,47,text,"""Payujjamānepi tulyādhikaraṇe"" 'ti vādhikāro."
Bālāvatāro,23,47,break,
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Tumhe majjhimo.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,"Tulyādhikaraṇe tumhe payujjamānepi appayujjamānepi majjhimo puriso hoti...Tvaṃ pacasi,"
Bālāvatāro,23,48,text,tumhe pacatha.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Amhe uttamo.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Tulyādhikaraṇe amhe payujjamānepi appayujjamānepi uttamo puriso hoti.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Akāro dīghaṃ himimesu.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,"Bhyādisvakārassa dīgho hoti-ahaṃ pacāmi, mayaṃ pacāma."
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Parānyattanopadāni.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Aṭṭhavibhattīnaṃ yāni yāni parāni cha padāni tāni tāni attanopadā nāma.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,"""Kattari ce"" 'ti attano padāni-sesaṃ pubbeva...So pacate, te pacante, tvaṃ pacase, tumhe"
Bālāvatāro,23,48,text,"pacavhe, ahaṃ pace, mayaṃ pacāmhe."
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Attanopadāni bhāve ca kammani.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Bhāve kammani ca attanopadāni honti.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,"""Bhāvakammesu yo"" 'ti yo."
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Tassa cavaggayakāravakārattaṃ sadhātvantassa.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Tassa yappaccayassa dhātvantena saha yathāsambhavaṃ cavaggayavā honti...Idha
Bālāvatāro,23,48,text,dhātvantasasa cavaggādittā tādise kate cittaṃ.
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Attanopadāni parassapadattaṃ.
Bālāvatāro,23,48,text,"Attanopadāni kvaci parassapadattaṃ yanti...Tena tayā mayā vā, so odano paccati, paccate vā,"
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,"te paccante, paccase, paccavhe, pacce, paccāmhe."
Bālāvatāro,23,48,break,
Bālāvatāro,23,48,text,Bhāve-bhu sattāyaṃ-idha bhāvo kārakāmisso suddho dhātvattho- tassekattā
Bālāvatāro,23,48,text,ekavacanameva-taṃ ca paṭhamapurise eva hoti.
Bālāvatāro,23,48,break,
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,Tena tayā mayā vā bhuyate-tassa tava mama vā sampati bhavanaṃ 'tyattho.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Ākhyātappaccayā sabbe bhaveyyuṃ sādhanattaye,"
Bālāvatāro,23,49,text,Kattā kammaṃ ca bhāvo ca sādhanānīdha vuccare.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Sakammakamhā dhātumhā kattukammesu honti te,"
Bālāvatāro,23,49,text,Na bhāve kammarahitamhā kattubhāvesu nāpare.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Kammāvacanicchāyaṃ na virujjhati sakammakā,"
Bālāvatāro,23,49,text,Bhāve'pi taṃyathā gehe devadatte paccate.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Santampi vattumicchā na kvāpyasantampi sā bhave,"
Bālāvatāro,23,49,text,Taṃ yathānudarā kaññā samuddo kuddhikāti ca.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Upasaggavasā kovi akammo'pi sakammako,"
Bālāvatāro,23,49,text,Yathāhibhuyate rāgo tāpasena mahiddhinā.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Kattuvācini dhātumhi yasmiṃ kammaṃ gavessate,"
Bālāvatāro,23,49,text,Sakammako'ti so ñeyyo tabbiruddho akammako.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Tathāhi, so pavatīti vutte pākakriyāya sambandhiyamānaṃ ki tananti odanādikaṃ kammaṃ"
Bālāvatāro,23,49,text,gavessate-so bhavatīti vutte tu bhavanakriyāya sambandhiyamānaṃ kiṃ tanti na kiñcipi
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,kammaṃ gavessate-tā disasaddasattissabhāvābhāvā-tathāññatra.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"""Pañcami tu antu hi tha mi ma taṃ antaṃ ssu vho e āmāse"" 'ti tvādīnaṃ pañcamīsaññā."
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,Āṇatyāsiṭṭhe 'nuttakāle pañcamī.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,Āṇatyatthe ca āsiṭṭhatthe ca gamyamāne paccuppane kāla bhedamanāmasitvā vā pañcami
Bālāvatāro,23,49,text,hoti.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Niyogaṃ jaññā āṇattiṃ āsiṭṭhaṃ iṭṭhapatthanaṃ,"
Bālāvatāro,23,49,text,"Auttakālo sāmīpe vutto kālo'dha icchito,"
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,Avutto vā gahetabbo paccuppannādibhedato.
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"Appaccayo-pacatu, pacantu."
Bālāvatāro,23,49,break,
Bālāvatāro,23,49,text,"""Hi lopaṃ vā"" 'ti hissa lopo vā...Paca pacāhi."
Bālāvatāro,23,49,break,
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,"Pakkhe dīgho...Pacatha, pacāmi, pacāma; attānopade-pacataṃ, pacanantaṃ, pacassu,"
Bālāvatāro,23,50,text,"pacavho, pace, pacāmase; kammasi paccataṃ iccādi...Kattusamaṃ yo'va viseso."
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,Bhāve-bhuyataṃ-ito paraṃ kammabhāvesu nayānusārena ñeyyaṃ.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,"""Sattamī eyya eyyuṃ eyyāsi eyyātha eyyāmi eyyāma etha eraṃ etho eyyāvho eyyaṃ"
Bālāvatāro,23,50,text,"eyyāmhe"" 'ti eyyā dīnaṃ sattamīsaññā."
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,Anumatiparikappatthesu sattamī.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,Anumatyatthe parikappatthe ca auttakāle sattamī hoti.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,"Yaṃ kiñci kattumicchātamañño yadanumaññati,"
Bālāvatāro,23,50,text,Sānumatī parikappo kattabbānicchayo mato.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,"Sadādinā eyyassa e ādeso vā-pace paceyya, paceyyuṃ, paceyyāsi, paceyyātha, paceyyāmi,"
Bālāvatāro,23,50,text,"paceyyāma...Attanopadepavetha, paceraṃ, pacetho, paceyyavho, paceyyaṃ,"
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,paceyyāmhe...Pañcamīsattamītyāyaṃ pubbācariyasaññā.
Bālāvatāro,23,50,text,"""Parokkhā a u e ttha a mha ttha re ttho vho i mhe"" 'ti aityā dinaṃ parokkhāsaññā."
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,Apaccakkhe parokkhātīte.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,Akkhamindriyaṃ tannissitaṃ paccakkhaṃ na paccakkhaṃ apaccakkhaṃ tasmiṃ apaccakkhe
Bālāvatāro,23,50,text,atīte kāle parokkhā hoti.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,"""Kvacādivaṇṇānamekassasarā naṃ dvebhāvo"" 'ti sassarassa ādissa dvittaṃ-papaca, papacu,"
Bālāvatāro,23,50,text,papace.
Bālāvatāro,23,50,break,
Bālāvatāro,23,50,text,Ikārāgamo asabbadhātukamhi.
Bālāvatāro,23,50,break,
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Byajanādo asabbadhātukamhi iāgamo-hīyattanī pañcamī sattami vattamānā sabbadhātukaṃ
Bālāvatāro,23,51,text,"tadaññe asabbadhātukaṃ...Papacittha, papaca, papacimha...Attanopade...Papavittha, papacire,"
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"papacittho, papacivho, papaci, papacimhe."
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"""Hīyattanī ā ū o ttha amhā ttha tthuṃ se vhaṃ iṃ mhase"" 'ti ā ādīnaṃ hīyattīsaññā."
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Apaccakkhe atītetveva.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Hīyoppabhuti paccakkhe hīyattanī.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Hīyoppabhuti paccakkhe vā apaccakkhe vā atīte kāle hīyattanī hoti.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"""Akārāgamo hīyattanajjata nikālātipattīsū"" 'ti dhātuto pubbe kvaci akārāgamo... Apacā,"
Bālāvatāro,23,51,text,"apacu, apaco, apacattha, apaca, apacamhā...Attanopade-apacattha, apacatthuṃ, apacase,"
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"apacavhaṃ, apaciṃ, apacāmhase."
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"""Ajjatanī ī uṃ o ttha iṃ mhā ā ū se vhaṃ a mhe"" iti ī ādīṃ ajja tanīsaññā."
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Atītetveva.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Samīpe'jjatanī.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"Ajjappabhuti samīpe atīte kāle ajjatanī hoti-apacī...Yadādinā rasse-apaci,"
Bālāvatāro,23,51,text,akārāgamābhāve-pacī.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,Sabbato uṃ iṃsu.
Bālāvatāro,23,51,break,
Bālāvatāro,23,51,text,"Sabbadhātūhi uṃvibhattissa iṃsvādeso hoti...Apaciṃsu, apacuṃ, apaco, ikārāgamoapavittha,"
Bālāvatāro,23,51,text,"apaciṃ, apacimhā...Attanopa-aepavā-apacu-apacise, apacivhaṃ, apaca, apacimhe."
Bālāvatāro,23,51,break,
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,"Pacchimo 'tītarattiyā yāmo addhamamussa vā,"
Bālāvatāro,23,52,text,Kālo siyātyjatano veyyākaraṇadassanaṃ.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,"""Bhavissanti ssati sasanti ssasi ssatha ssāmi ssāma ssate ssante ssase ssavhe ssaṃ ssāmhe"" 'ti"
Bālāvatāro,23,52,text,ssa tyādīnaṃ bhavissantisaññā.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Anāgate bhavissanti
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,"Anāgate kāle gamyamāne bhavissantivibhatti hoti...I kārāgamo-pacissati, pacissanti,"
Bālāvatāro,23,52,text,"pacissasi, pacissatha, pacissāmi, pacissāma-attanopade-pacissate, pacissante, pacissase,"
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,"pacissavhe, pacissaṃ, pacissāmhe."
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,"""Kālātipatti ssā ssaṃsu sse ssatha ssaṃ ssamhā ssatha ssiṃsu ssase ssavhe ssaṃ ssāmhase"" 'ti"
Bālāvatāro,23,52,text,ssādīnaṃ kālā tipattisaññā.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Kriyātipanne'tīte kālātipatti.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Kriyātipannamatte atīte kāle kālātipatti hoti.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Viruddhasantidhānā vā hetuvekallato'pi vā
Bālāvatāro,23,52,text,Kriyāyābhavanaṃ yantaṃ kriyātipannamicchitaṃ.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Akārikārāgamo-sace tabbiruddhaṃ na bhaveyya tadupakaraṇaṃ vālabhetha apacissā
Bālāvatāro,23,52,text,"apacissaṃsu, apacisse, apacissatha, apacissaṃ, apacissamhā...Attanopade...Apacissatha,"
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,"apacissiṃsu, apacissase, apacissavhe, apacissaṃ, apacissāmhase."
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Pacantaṃ payojayatītyatthe.
Bālāvatāro,23,52,break,
Bālāvatāro,23,52,text,Dhātūhiṇeṇayāpeṇāpayā kāritāni hetvatve.
Bālāvatāro,23,52,break,
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,Hetvatthe gamyamāne dhātuhi ṇeādayo honti tesaṃ kāritasaññā ca.
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,"""Kāritānaṃ ṇo lopaṃ"" 'ti ṇa lopo."
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,"""Asaṃyogantassa vuddhikārite"" 'ti vuddhi."
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,Dhātuppaccayehi vibhattiyo.
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,Dhātvatthe niddiṭṭhehi khādikāritantehi paccayehi vibhattiyo honti
Bālāvatāro,23,53,text,tyādayo-pācetiparalope-pācentītyādi...Aṭṭhavibhattīsu ñeyyaṃ.
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,"Akammakāpi hetvatthappaccayantā sakammakā,"
Bālāvatāro,23,53,text,Taṃ yathā bhikkhu bhāveti maggaṃ rāgādidūsakaṃ.
Bālāvatāro,23,53,break,
Bālāvatāro,23,53,text,Bhū vā di.
Bālāvatāro,23,53,break,
Bālāvatāro,27,53,section,27
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,Rudhi āvara.
Bālāvatāro,27,53,text,Ā itveva.
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,Rudhādito niggahitapubbaṃ ca.
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,"Rudhādīhi kattari appaccayo hoti dhātvantā pubbe bindvāgamo ca...Rundhati,"
Bālāvatāro,27,53,text,rundhantītyādi-aṭṭhavibhattīsu hetvatthe ca ñeyyaṃ...Tathūpari-rudhādi.
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,Divu kīḷādimhi.
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,"""Divādito yo"" 'ti kattari yo."
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,Tassetyādi-pubbarupanetvaca.
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,Yathā kattari ca.
Bālāvatāro,27,53,break,
Bālāvatāro,27,53,text,Yathā bhāvakammesu yappaccayassādeso hoti tathā kattari pīti yakārassa pubbarūpo
Bālāvatāro,27,53,text,vo-dvitte.
Bālāvatāro,27,53,break,
